"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3081","Verify that products are sorted by name ascending","","Fri Jan 23 14:13:53 UTC 2026","passed","Fri Jan 23 14:13:56 UTC 2026","","Goods cases functionality","",""
"","2149","Verify that products are sorted by name descending","","Fri Jan 23 14:13:56 UTC 2026","passed","Fri Jan 23 14:13:58 UTC 2026","","Goods cases functionality","",""
"","4930","Verify that error is shown when both credentials are invalid","","Fri Jan 23 14:14:23 UTC 2026","passed","Fri Jan 23 14:14:28 UTC 2026","","Login negative cases functionality","",""
"","5109","Verify that error is shown when both are empty","","Fri Jan 23 14:14:08 UTC 2026","passed","Fri Jan 23 14:14:13 UTC 2026","","Login negative cases functionality","",""
"","2322","Verify that products are sorted by price ascending","","Fri Jan 23 14:13:58 UTC 2026","passed","Fri Jan 23 14:14:00 UTC 2026","","Goods cases functionality","",""
"","4938","Verify that error is shown when password is invalid","","Fri Jan 23 14:14:18 UTC 2026","passed","Fri Jan 23 14:14:23 UTC 2026","","Login negative cases functionality","",""
"","2198","Verify that products are sorted by price descending","","Fri Jan 23 14:14:00 UTC 2026","passed","Fri Jan 23 14:14:02 UTC 2026","","Goods cases functionality","",""
"","10564","Verify that user can login with valid credentials","","Fri Jan 23 14:13:53 UTC 2026","passed","Fri Jan 23 14:14:03 UTC 2026","","Login functionality","",""
"","6974","Verify that error is shown when username is empty","","Fri Jan 23 14:13:56 UTC 2026","passed","Fri Jan 23 14:14:03 UTC 2026","","Login negative cases functionality","",""
"","5229","Verify that error is shown when password is empty","","Fri Jan 23 14:14:03 UTC 2026","passed","Fri Jan 23 14:14:08 UTC 2026","","Login negative cases functionality","",""
"","5096","Verify that error is shown when username is invalid","","Fri Jan 23 14:14:13 UTC 2026","passed","Fri Jan 23 14:14:18 UTC 2026","","Login negative cases functionality","",""
"","6125","Verify that user can add and remove product from cart","","Fri Jan 23 14:13:56 UTC 2026","passed","Fri Jan 23 14:14:02 UTC 2026","","Cart functionality","",""
