"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5048","Verify that error is shown when both credentials are invalid","","Fri Jan 23 15:04:03 UTC 2026","passed","Fri Jan 23 15:04:08 UTC 2026","","Login negative cases functionality","",""
"","5399","Verify that error is shown when both are empty","","Fri Jan 23 15:03:47 UTC 2026","passed","Fri Jan 23 15:03:53 UTC 2026","","Login negative cases functionality","",""
"","7062","Verify that error is shown when username is empty","","Fri Jan 23 15:03:35 UTC 2026","passed","Fri Jan 23 15:03:42 UTC 2026","","Login negative cases functionality","",""
"","2944","Verify that products are sorted by price ascending","","Fri Jan 23 15:03:36 UTC 2026","passed","Fri Jan 23 15:03:39 UTC 2026","","Goods cases functionality","",""
"","5554","Verify that error is shown when password is empty","","Fri Jan 23 15:03:42 UTC 2026","passed","Fri Jan 23 15:03:47 UTC 2026","","Login negative cases functionality","",""
"","2366","Verify that products are sorted by name ascending","","Fri Jan 23 15:03:32 UTC 2026","passed","Fri Jan 23 15:03:34 UTC 2026","","Goods cases functionality","",""
"","6092","Verify that user can add and remove product from cart","","Fri Jan 23 15:03:43 UTC 2026","passed","Fri Jan 23 15:03:49 UTC 2026","","Cart functionality","",""
"","5103","Verify that error is shown when password is invalid","","Fri Jan 23 15:03:58 UTC 2026","passed","Fri Jan 23 15:04:03 UTC 2026","","Login negative cases functionality","",""
"","5405","Verify that error is shown when username is invalid","","Fri Jan 23 15:03:53 UTC 2026","passed","Fri Jan 23 15:03:58 UTC 2026","","Login negative cases functionality","",""
"","2161","Verify that products are sorted by name descending","","Fri Jan 23 15:03:34 UTC 2026","passed","Fri Jan 23 15:03:36 UTC 2026","","Goods cases functionality","",""
"","10244","Verify that user can login with valid credentials","","Fri Jan 23 15:03:31 UTC 2026","passed","Fri Jan 23 15:03:41 UTC 2026","","Login functionality","",""
"","1981","Verify that products are sorted by price descending","","Fri Jan 23 15:03:39 UTC 2026","passed","Fri Jan 23 15:03:41 UTC 2026","","Goods cases functionality","",""
