"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3543","Verify that complete checkout process works with generated user data","chromium-desktop","Fri Jan 23 15:03:57 UTC 2026","passed","Fri Jan 23 15:04:01 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","12120","Verify that user can successfully login and logout","webkit-mobile","Fri Jan 23 15:04:33 UTC 2026","passed","Fri Jan 23 15:04:46 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3618","Verify that user can successfully login and logout","chromium-mobile","Fri Jan 23 15:03:58 UTC 2026","passed","Fri Jan 23 15:04:01 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","7248","Verify that user can add multiple products to cart and remove one","firefox-desktop","Fri Jan 23 15:04:11 UTC 2026","passed","Fri Jan 23 15:04:18 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","6635","Verify that user can successfully login and logout","firefox-desktop","Fri Jan 23 15:04:11 UTC 2026","passed","Fri Jan 23 15:04:17 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","6504","Verify that user can successfully login and logout","firefox-tablet","Fri Jan 23 15:04:23 UTC 2026","passed","Fri Jan 23 15:04:30 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","5425","Verify that user can add multiple products to cart and remove one","firefox-mobile","Fri Jan 23 15:04:20 UTC 2026","passed","Fri Jan 23 15:04:25 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","3310","Verify that complete checkout process works with generated user data","chromium-tablet","Fri Jan 23 15:04:05 UTC 2026","passed","Fri Jan 23 15:04:08 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","3397","Verify that user can add multiple products to cart and remove one","chromium-desktop","Fri Jan 23 15:03:57 UTC 2026","passed","Fri Jan 23 15:04:01 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","3450","Verify that complete checkout process works with generated user data","chromium-mobile","Fri Jan 23 15:03:58 UTC 2026","passed","Fri Jan 23 15:04:01 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
