"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1893","Verify that user can add multiple products to cart and remove one","chromium-mobile","Fri Jan 23 14:25:37 UTC 2026","passed","Fri Jan 23 14:25:39 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","3488","Verify that complete checkout process works with generated user data","chromium-tablet","Fri Jan 23 14:25:39 UTC 2026","passed","Fri Jan 23 14:25:43 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","5081","Verify that products are sorted by name ascending","","Fri Jan 23 14:25:32 UTC 2026","passed","Fri Jan 23 14:25:37 UTC 2026","","Goods cases functionality","",""
"","7081","Verify that user can add multiple products to cart and remove one","webkit-desktop","Fri Jan 23 14:26:05 UTC 2026","passed","Fri Jan 23 14:26:12 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","8021","Verify that error is shown when username is invalid","","Fri Jan 23 14:25:59 UTC 2026","passed","Fri Jan 23 14:26:07 UTC 2026","","Login negative cases functionality","",""
"","7964","Verify that error is shown when both are empty","","Fri Jan 23 14:25:51 UTC 2026","passed","Fri Jan 23 14:25:59 UTC 2026","","Login negative cases functionality","",""
"","3893","Verify that user can add multiple products to cart and remove one","chromium-desktop","Fri Jan 23 14:25:33 UTC 2026","passed","Fri Jan 23 14:25:37 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","8238","Verify that error is shown when password is empty","","Fri Jan 23 14:25:42 UTC 2026","passed","Fri Jan 23 14:25:51 UTC 2026","","Login negative cases functionality","",""
"","3567","Verify that complete checkout process works with generated user data","chromium-mobile","Fri Jan 23 14:25:33 UTC 2026","passed","Fri Jan 23 14:25:37 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","4987","Verify that products are sorted by price ascending","","Fri Jan 23 14:25:42 UTC 2026","passed","Fri Jan 23 14:25:47 UTC 2026","","Goods cases functionality","",""
"","7325","Verify that user can successfully login and logout","firefox-tablet","Fri Jan 23 14:25:56 UTC 2026","passed","Fri Jan 23 14:26:04 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3491","Verify that user can successfully login and logout","webkit-mobile","Fri Jan 23 14:26:10 UTC 2026","passed","Fri Jan 23 14:26:14 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","6524","Verify that user can add multiple products to cart and remove one","firefox-desktop","Fri Jan 23 14:25:45 UTC 2026","passed","Fri Jan 23 14:25:52 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","4776","Verify that complete checkout process works with generated user data","webkit-tablet","Fri Jan 23 14:26:15 UTC 2026","passed","Fri Jan 23 14:26:20 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","6194","Verify that complete checkout process works with generated user data","firefox-tablet","Fri Jan 23 14:25:54 UTC 2026","passed","Fri Jan 23 14:26:00 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","11123","Verify that complete checkout process works with generated user data","webkit-desktop","Fri Jan 23 14:25:59 UTC 2026","passed","Fri Jan 23 14:26:10 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","487","Verify that pet can be retrieved successfully by ID","api","Fri Jan 23 14:24:48 UTC 2026","passed","Fri Jan 23 14:24:49 UTC 2026","Get Pet","tests/api/getPet.test.ts","",""
"","5769","Verify that user can add multiple products to cart and remove one","firefox-tablet","Fri Jan 23 14:25:57 UTC 2026","passed","Fri Jan 23 14:26:03 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","4971","Verify that products are sorted by name descending","","Fri Jan 23 14:25:37 UTC 2026","passed","Fri Jan 23 14:25:42 UTC 2026","","Goods cases functionality","",""
"","4204","Verify that user can successfully login and logout","webkit-tablet","Fri Jan 23 14:26:15 UTC 2026","passed","Fri Jan 23 14:26:20 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
